SampleID,Hugo_Symbol,PyClonePhyloCluster
CRUK0017,USP50,5
CRUK0017,TMEM232,5
CRUK0017,SKIDA1,3
CRUK0017,MALRD1,7
CRUK0017,MTBP,9
CRUK0017,MICAL2,5
CRUK0017,PTGFR,5
CRUK0017,AFF2,NA
CRUK0017,KNTC1,5
CRUK0017,MMP16,6
CRUK0017,DIP2A,5
CRUK0017,MMP26,1
CRUK0017,JMJD1C,6
CRUK0017,KCNQ3,6
CRUK0017,ARL11,5
CRUK0017,DIXDC1,9
CRUK0017,OR5L1,17
CRUK0017,LOC150935,2
CRUK0017,INHBC,1
CRUK0017,TMPRSS11A,11
CRUK0017,NCAM1,4
CRUK0017,IFI35,10
CRUK0017,F7,9
CRUK0017,CACUL1,NA
CRUK0017,LIPN,6
CRUK0017,CCDC166,10
CRUK0017,PTPN13,5
CRUK0017,ZC3H14,6
CRUK0017,ZC2HC1A,3
CRUK0017,WDR11,11
CRUK0017,KHDRBS3,10
CRUK0017,FER1L6,25
CRUK0017,RIMS2,10
CRUK0017,MED13L,5
CRUK0017,TTN,6
CRUK0017,TMEM178B,3
CRUK0017,LCE2C,6
CRUK0017,SLC37A1,6
CRUK0017,P2RX3,5
CRUK0017,ROM1,9
CRUK0017,ZNF821,4
CRUK0017,PRDM6,5
CRUK0017,LRP2,18
CRUK0017,GPATCH1,5
CRUK0017,NEURL1,NA
CRUK0017,PTPRZ1,6
CRUK0017,KRTAP26-1,7
CRUK0017,DENND2A,10
CRUK0017,EXOC7,20
CRUK0017,FLNC,5
CRUK0017,OVCH1,NA
CRUK0017,NKAIN3,2
CRUK0017,AGAP2,2
CRUK0017,GHSR,6
CRUK0017,OR10G7,4
CRUK0017,CCER1,5
CRUK0017,KRTAP19-5,5
CRUK0017,MTSS1,4
CRUK0017,ANGPTL1,5
CRUK0017,RECQL4,10
CRUK0017,MYO15B,2
CRUK0017,ITIH2,6
CRUK0017,OR4E2,6
CRUK0017,OR4K13,10
CRUK0017,TCN1,11
CRUK0017,MAP3K9,11
CRUK0017,ARMC1,23
CRUK0017,EP400,5
CRUK0017,EPYC,6
CRUK0017,NOTCH2,NA
CRUK0017,SLCO5A1,2
CRUK0017,FADS6,2
CRUK0017,SLC26A10,2
CRUK0017,LTBP2,NA
CRUK0017,DMD,NA
CRUK0017,PRTFDC1,5
CRUK0017,CSAD,5
CRUK0017,SLC5A4,NA
CRUK0017,KCNIP4,5
CRUK0017,CAMK4,5
CRUK0017,GNS,4
CRUK0017,ADCY8,10
CRUK0017,HTR6,12
CRUK0017,CCNE1,5
CRUK0017,LPIN1,10
CRUK0017,MMS22L,5
CRUK0017,TECPR1,7
CRUK0017,RET,5
CRUK0017,CNBD1,NA
CRUK0017,GATSL3,10
CRUK0017,RP5-1180C10.2,NA
CRUK0017,SH3GL3,13
CRUK0017,HEXIM2,10
CRUK0017,NKD1,11
CRUK0017,CXXC11,NA
CRUK0017,POLA1,NA
CRUK0017,C10orf55,12
CRUK0017,SPOCK3,NA
CRUK0017,HGSNAT,9
CRUK0017,CACNB2,13
CRUK0017,PCDH15,10
CRUK0017,INHBE,1
CRUK0017,EFHC2,NA
CRUK0017,USP48,9
CRUK0017,GRIK5,5
CRUK0017,ANGEL1,12
CRUK0017,PKHD1L1,2
CRUK0017,SLC25A14,NA
CRUK0017,LRP1,3
CRUK0017,PTPRD,5
CRUK0017,PRPF38A,13
CRUK0017,SLC12A8,NA
CRUK0017,MTBP,2
CRUK0017,RELN,5
CRUK0017,DICER1,12
CRUK0017,INHBE,1
CRUK0017,PPP1R13B,13
CRUK0017,FAM98A,5
CRUK0017,LRP1,2
CRUK0017,CARNS1,19
CRUK0017,CYP4F12,5
CRUK0017,GGTLC2,11
CRUK0017,ARL14EP,13
CRUK0017,SORBS2,5
CRUK0017,MUM1L1,NA
CRUK0017,CDH22,10
CRUK0017,CLTCL1,9
CRUK0017,CSN2,5
CRUK0017,TXNRD2,NA
CRUK0017,LRP1,2
CRUK0017,OXTR,5
CRUK0017,NINL,13
CRUK0017,ITPR2,12
CRUK0017,F5,11
CRUK0017,PXDNL,5
CRUK0017,NKAIN2,12
CRUK0017,CTNNA3,13
CRUK0017,MTTP,12
CRUK0017,OR8D2,19
CRUK0017,FAT4,5
CRUK0017,CCR4,26
CRUK0017,LSM5,12
CRUK0068,ICAM2,1
CRUK0068,CHMP6,1
CRUK0068,LLGL2,1
CRUK0068,SRPK3,NA
CRUK0068,TKTL1,NA
CRUK0068,TTYH2,1
CRUK0068,FLNA,NA
CRUK0068,L1CAM,NA
CRUK0068,ENOX2,NA
CRUK0068,L1CAM,NA
CRUK0068,ZNF185,NA
CRUK0068,F8,NA
CRUK0068,RAB39B,NA
CRUK0068,VBP1,NA
CRUK0068,PPM1E,1
CRUK0068,MAGEC3,NA
CRUK0068,FRMD7,NA
CRUK0068,RSAD1,1
CRUK0068,LRRC15,1
CRUK0068,CCBE1,4
CRUK0068,CNGA2,NA
CRUK0068,FAM122C,NA
CRUK0068,RBMXL3,NA
CRUK0068,TMEM164,NA
CRUK0068,RPL36A,NA
CRUK0068,XIAP,NA
CRUK0068,SEC14L3,1
CRUK0068,MORC4,NA
CRUK0068,OR2T11,1
CRUK0068,FGF13,NA
CRUK0068,SLC5A1,1
CRUK0068,RNF166,1
CRUK0068,DIAPH2,NA
CRUK0068,ZNF79,4
CRUK0068,CLDN2,NA
CRUK0068,LARGE,1
CRUK0068,COL22A1,1
CRUK0068,C22orf43,1
CRUK0068,NRK,NA
CRUK0068,CHFR,1
CRUK0068,SLCO1B3,1
CRUK0068,SLC52A3,1
CRUK0068,ARMCX1,NA
CRUK0068,DZANK1,1
CRUK0068,CCDC147,1
CRUK0068,SLC17A2,1
CRUK0068,WDR25,1
CRUK0068,FAM64A,1
CRUK0068,IL6R,1
CRUK0068,RASGRF2,1
CRUK0068,FAM135B,1
CRUK0068,OR2W3,1
CRUK0068,PRSS16,1
CRUK0068,MUC2,1
CRUK0068,ANK1,1
CRUK0068,KIAA0125,NA
CRUK0068,PPP6R2,1
CRUK0068,FZD10,1
CRUK0068,CCDC88C,4
CRUK0068,ZNF827,4
CRUK0068,GCKR,1
CRUK0068,SRPK2,1
CRUK0068,HEPH,NA
CRUK0068,CTNNA3,4
CRUK0068,DNAH10,1
CRUK0068,SEC13,4
CRUK0068,LTBP1,1
CRUK0068,TECTB,1
CRUK0068,LMNB2,1
CRUK0068,KAT2B,1
CRUK0068,COL13A1,4
CRUK0068,COL22A1,1
CRUK0068,OSBPL5,10
CRUK0068,PTPRD,1
CRUK0068,ADAMTS16,1
CRUK0068,DUPD1,1
CRUK0068,ST6GALNAC4,8
CRUK0068,COL15A1,1
CRUK0068,SLC6A3,1
CRUK0068,JAK1,1
CRUK0068,ATRNL1,1
CRUK0068,SPPL2A,NA
CRUK0068,RAD54L2,1
CRUK0068,RTP1,1
CRUK0068,ADAM19,1
CRUK0068,ELK2AP,NA
CRUK0068,FBXO21,1
CRUK0068,GMPR2,8
CRUK0068,LOXHD1,1
CRUK0068,TP53,1
CRUK0068,LGI2,1
CRUK0068,ALOX15B,1
CRUK0068,STK40,1
CRUK0068,DNAH14,1
CRUK0068,C10orf105,4
CRUK0068,EPHB3,1
CRUK0068,MRPL9,1
CRUK0068,BDKRB1,1
CRUK0068,EIF3B,1
CRUK0068,COL5A3,4
CRUK0068,RELN,1
CRUK0068,PTPRN2,1
CRUK0068,CYP2W1,1
CRUK0068,NRAP,1
CRUK0068,PTEN,1
CRUK0068,PNPLA8,1
CRUK0068,GTF2E2,1
CRUK0068,CGNL1,1
CRUK0068,PPP1R12B,1
CRUK0068,RNLS,1
CRUK0068,ARHGEF28,1
CRUK0068,FRY,1
CRUK0068,NUP188,1
CRUK0068,KRT7,4
CRUK0068,ATP6V0A1,1
CRUK0068,LAMA3,1
CRUK0068,EPHB1,1
CRUK0068,KIAA1549L,1
CRUK0068,RP11-696N14.1,1
CRUK0068,PPP1R9A,1
CRUK0068,COL15A1,1
CRUK0068,C2orf54,1
CRUK0068,CSTA,1
CRUK0068,PAM,1
CRUK0068,LAMC3,1
CRUK0068,SBK3,1
CRUK0068,TAOK1,1
CRUK0068,JAK2,1
CRUK0068,PINX1,4
CRUK0068,PRR19,1
CRUK0068,CADM1,1
CRUK0068,RCSD1,1
CRUK0068,ATP1B4,NA
CRUK0068,UNKL,1
CRUK0068,CPEB1,1
CRUK0068,STK17B,1
CRUK0068,HDAC8,NA
CRUK0068,TSPAN6,NA
CRUK0068,SLC18A1,1
CRUK0068,SMC2,1
CRUK0068,MYOCD,1
CRUK0068,SVOP,1
CRUK0068,C1QL4,1
CRUK0068,JUND,1
CRUK0068,MME,1
CRUK0068,FLI1,1
CRUK0068,CTSE,1
CRUK0068,OPALIN,1
CRUK0068,SPATA18,15
CRUK0068,ADARB2,1
CRUK0068,TNFSF15,1
CRUK0068,PIK3CG,4
CRUK0068,NEUROG1,1
CRUK0068,PARD3,1
CRUK0068,MYO18A,1
CRUK0068,QTRTD1,1
CRUK0068,SYNPO,11
CRUK0068,GIGYF1,1
CRUK0068,PTPRZ1,1
CRUK0068,ZNF354C,1
CRUK0068,NLRP3,1
CRUK0068,FOXI2,1
CRUK0068,PRRG4,1
CRUK0068,MYO3A,1
CRUK0068,DPF3,1
CRUK0068,TSPAN3,4
CRUK0068,NOL3,1
CRUK0068,EGFL7,1
CRUK0068,SALL3,1
CRUK0068,SETD2,4
CRUK0068,TGM4,1
CRUK0068,PGLYRP3,1
CRUK0068,IGFN1,1
CRUK0068,LINC00479,1
CRUK0068,DEFB125,NA
CRUK0068,FGD5,1
CRUK0068,C19orf45,1
CRUK0068,CCDC168,4
CRUK0068,CDH10,1
CRUK0068,ATAD2,1
CRUK0068,VPS13D,1
CRUK0068,PTPN7,1
CRUK0068,ZBTB7A,1
CRUK0068,CDKL2,15
CRUK0068,ANK2,1
CRUK0068,FCRLB,1
CRUK0068,C16orf45,1
CRUK0068,FLT3,1
CRUK0068,MAP1A,4
CRUK0068,THBS3,1
CRUK0068,DCLK2,4
CRUK0068,KIAA1468,1
CRUK0068,FLOT2,4
CRUK0068,OR4C16,1
CRUK0068,PIAS2,1
CRUK0068,PSD2,1
CRUK0068,EYA4,1
CRUK0068,TEX15,1
CRUK0068,TRPM3,1
CRUK0068,PCDH15,1
CRUK0068,ACAT2,1
CRUK0068,LZTS1,8
CRUK0068,LOC100287944,1
CRUK0068,MUC16,4
CRUK0068,C10orf32-ASMT,5
CRUK0068,CDH15,1
CRUK0068,EDF1,1
CRUK0068,IPO8,1
CRUK0068,INO80,4
CRUK0068,CD22,1
CRUK0068,SCN2B,1
CRUK0068,GLDC,1
CRUK0068,SDHC,1
CRUK0068,UBR2,1
CRUK0068,PCDHGA12,1
CRUK0068,MMP15,1
CRUK0068,DBT,1
CRUK0068,DCHS2,1
CRUK0068,LINC00221,NA
CRUK0068,SH3BP5,1
CRUK0068,NCAN,1
CRUK0068,FLJ40288,4
CRUK0068,DPP4,1
CRUK0068,TMEM132C,1
CRUK0068,MBOAT2,1
CRUK0068,ZSWIM8,4
CRUK0068,WDR25,1
CRUK0068,NKD2,NA
CRUK0068,CCDC91,1
CRUK0068,CHURC1-FNTB,1
CRUK0068,RNF149,1
CRUK0068,UQCRB,1
CRUK0068,EMR3,1
CRUK0068,OR10Q1,1
CRUK0068,MON2,4
CRUK0068,A1CF,1
CRUK0068,SLC4A1,1
CRUK0068,LRFN2,1
CRUK0068,P2RX2,1
CRUK0068,HACE1,1
CRUK0068,NTMT1,4
CRUK0068,ZW10,11
CRUK0068,CSMD2,1
CRUK0068,SLC4A9,1
CRUK0068,VWC2L,1
CRUK0068,GABRG3,1
CRUK0068,ARAP2,1
CRUK0068,ABCF2,11
CRUK0068,HPSE,15
CRUK0068,DGAT2L6,NA
CRUK0068,XRRA1,1
CRUK0068,KIT,15
CRUK0068,KCTD7,1
CRUK0068,C1QL1,10
CRUK0068,JAKMIP1,1
CRUK0068,LSAMP,1
CRUK0068,GPR98,1
CRUK0068,TENM2,1
CRUK0068,ATP8A1,1
CRUK0068,LIM2,1
CRUK0068,CAD,1
CRUK0068,RELN,1
CRUK0068,RELN,1
CRUK0068,ASXL3,1
CRUK0068,NANOS2,1
CRUK0068,CCDC136,4
CRUK0068,UBXN11,4
CRUK0068,PZP,1
CRUK0068,ENO3,1
CRUK0068,CADM3,1
CRUK0068,OLFML2B,1
CRUK0068,RBM15B,4
CRUK0068,OVCH1-AS1,8
CRUK0068,FLT1,1
CRUK0068,ABCG2,1
CRUK0068,MALRD1,1
CRUK0068,ISL2,1
CRUK0068,SIGLEC8,1
CRUK0068,FAM134A,14
CRUK0068,TMPRSS15,1
CRUK0068,TEX9,1
CRUK0068,ATG7,1
CRUK0068,PLVAP,1
CRUK0068,MTIF2,1
CRUK0068,ZNF622,1
CRUK0068,LINGO1,1
CRUK0068,ABCA2,1
CRUK0068,ATP5O,1
CRUK0068,DCAF13,1
CRUK0068,MYO16,1
CRUK0068,MYH15,1
CRUK0068,LINC00303,1
CRUK0068,TACR1,1
CRUK0068,LEPR,1
CRUK0068,DYSF,1
CRUK0068,CLCN7,1
CRUK0068,SP100,1
CRUK0068,SLC2A13,1
CRUK0068,PIEZO2,1
CRUK0068,DNAH11,1
CRUK0068,PLXNA4,4
CRUK0068,UNC93A,11
CRUK0068,ZNF253,1
CRUK0068,SEMA4C,1
CRUK0068,DENND4C,1
CRUK0068,RYR2,1
CRUK0068,ITFG1,1
CRUK0068,NFASC,1
CRUK0068,SLC1A2,1
CRUK0068,CHD7,1
CRUK0068,GDAP2,1
CRUK0068,PCDP1,1
CRUK0068,CACTIN,4
CRUK0068,CNTNAP5,1
CRUK0068,KCNQ2,1
CRUK0068,FMN1,1
CRUK0068,C3orf56,1
CRUK0068,RNF5P1,4
CRUK0068,SCAF1,NA
CRUK0068,ZNF831,1
CRUK0068,OR8K3,1
CRUK0068,MUC19,1
CRUK0068,OR10J3,8
CRUK0068,SCARA5,1
CRUK0068,PTPRU,1
CRUK0068,ATPAF1,1
CRUK0068,SLC5A5,1
CRUK0068,SYMPK,1
CRUK0068,PDGFRB,1
CRUK0068,USP43,1
CRUK0068,MYLPF,4
CRUK0068,OR4E2,1
CRUK0068,FOXP4,1
CRUK0068,SLC8A3,1
CRUK0068,TMC6,1
CRUK0068,TRPM1,1
CRUK0068,NOS1,1
CRUK0068,ITGB8,4
CRUK0068,KMT2C,23
CRUK0068,ZNF616,1
CRUK0068,LYG2,1
CRUK0068,RYR3,1
CRUK0068,TENM3,1
CRUK0068,C3orf72,1
CRUK0068,CENPE,1
CRUK0068,MUC19,1
CRUK0068,AVEN,1
CRUK0068,BPIFB4,1
CRUK0068,OCA2,1
CRUK0068,ATXN2L,1
CRUK0068,BUB1,1
CRUK0068,C1orf173,1
CRUK0068,FAM20C,1
CRUK0068,USP6,1
CRUK0068,FRAS1,1
CRUK0068,PTPRU,1
CRUK0068,ROS1,1
CRUK0068,MAZ,1
CRUK0068,SHANK1,1
CRUK0068,LINC00479,1
CRUK0068,MEFV,1
CRUK0068,SEC14L5,1
CRUK0068,TESK2,1
CRUK0068,DSCAM,1
CRUK0068,LTN1,1
CRUK0068,TTN,1
CRUK0068,COL4A4,13
CRUK0068,EIF4E2,1
CRUK0068,UTRN,1
CRUK0068,RHOF,1
CRUK0068,ADAM22,4
CRUK0068,PTPRJ,4
CRUK0068,OR10G3,1
CRUK0068,CNTN5,1
CRUK0068,CHSY3,1
CRUK0068,SYT6,1
CRUK0068,ARMC9,1
CRUK0068,RALYL,1
CRUK0068,EPS15,1
CRUK0068,ADAMTS2,1
CRUK0068,LRRC40,4
CRUK0068,OR5I1,1
CRUK0068,ZFHX4,1
CRUK0068,C8orf22,1
CRUK0068,TNS3,1
CRUK0068,TMCO1,1
CRUK0068,STAU2,1
CRUK0068,GATA1,NA
CRUK0068,GCA,1
CRUK0068,FCGBP,1
CRUK0068,UMODL1,1
CRUK0068,PRMT7,1
CRUK0068,KLRG1,1
CRUK0068,ZKSCAN2,4
CRUK0068,UNC5D,1
CRUK0068,DDB1,1
CRUK0068,EMP3,1
CRUK0068,DNAH17,1
CRUK0068,HIPK2,4
CRUK0068,TBC1D30,4
CRUK0068,ARHGEF12,1
CRUK0068,GRAMD1B,1
CRUK0068,OS9,1
CRUK0068,DHX9,1
CRUK0068,SCTR,1
CRUK0068,RYR2,1
CRUK0068,ZFP36L1,1
CRUK0068,PIK3CG,10
CRUK0068,RNF40,1
CRUK0068,COL6A5,1
CRUK0068,MED12,NA
CRUK0068,MCRS1,1
CRUK0068,DNAH2,1
CRUK0068,IFT81,1
CRUK0068,DCHS2,1
CRUK0068,EML2,1
CRUK0068,ZSCAN5B,1
CRUK0068,TTN,1
CRUK0068,LINC00461,1
CRUK0068,RANBP17,1
CRUK0068,HOXA3,1
CRUK0068,CACNA1E,1
CRUK0068,APTX,1
CRUK0068,INTS8,1
CRUK0068,USP34,1
CRUK0068,KARS,1
CRUK0068,ASXL1,1
CRUK0068,MYO7A,1
CRUK0068,IGSF10,1
CRUK0068,PCDHGB8P,1
CRUK0068,NNT,1
CRUK0068,BEND4,1
CRUK0068,HDAC9,1
CRUK0068,KLK13,1
CRUK0068,VRTN,1
CRUK0068,MYLK3,1
CRUK0068,ARHGAP30,1
CRUK0068,STAB2,1
CRUK0068,HMGN2P46,4
CRUK0068,FAM46A,1
CRUK0068,RANBP3L,1
CRUK0068,CDH9,1
CRUK0068,UNC13C,1
CRUK0068,BABAM1,1
CRUK0068,SLCO1B7,1
CRUK0068,DMXL2,1
CRUK0068,DNMT3A,1
CRUK0068,HIC2,16
CRUK0068,COL11A1,1
CRUK0068,HSPB6,4
CRUK0068,MYO9A,4
CRUK0068,SOWAHB,1
CRUK0068,FKBP9L,1
CRUK0068,FAT3,1
CRUK0068,BCL11A,1
CRUK0068,PADI2,1
CRUK0068,F13B,1
CRUK0068,GOLGB1,1
CRUK0068,ISL1,1
CRUK0068,DPY19L1,NA
CRUK0068,ANLN,1
CRUK0068,CEBPG,1
CRUK0068,FER1L6-AS2,1
CRUK0068,ADAMTS16,1
CRUK0068,ABCA13,1
CRUK0068,RNU6-71P,1
CRUK0068,PCLO,1
CRUK0068,TTN,1
CRUK0068,TTN,1
CRUK0068,COL6A5,1
CRUK0068,ACTN3,1
CRUK0068,HS3ST2,1
CRUK0068,NCCRP1,1
CRUK0068,OR5T1,1
CRUK0068,ACAD8,1
CRUK0068,OPHN1,NA
CRUK0068,GABRA2,4
CRUK0068,RPRD2,1
CRUK0068,MUC13,1
CRUK0068,C2orf47,1
CRUK0068,MOCOS,3
CRUK0068,SIPA1L2,1
CRUK0068,KMT2D,1
CRUK0068,TEP1,1
CRUK0068,CNOT1,1
CRUK0068,TPR,1
CRUK0068,GDPD4,8
CRUK0068,TROAP,1
CRUK0068,SIGLEC12,1
CRUK0068,TAX1BP1,1
CRUK0068,ING3,4
CRUK0068,TICRR,1
CRUK0068,DPP4,NA
CRUK0068,L3MBTL1,1
CRUK0068,SLC9A2,1
CRUK0068,C3orf33,1
CRUK0068,SAMD9,1
CRUK0068,SLC23A1,1
CRUK0068,LUZP2,12
CRUK0068,CACNA1S,1
CRUK0068,TBX5,1
CRUK0068,WDR44,NA
CRUK0068,NADSYN1,8
CRUK0068,ID1,1
CRUK0068,UBA6,15
CRUK0068,LOC100129520,NA
CRUK0068,EXOC1,1
CRUK0068,OR10G4,1
CRUK0068,ZNF205,1
CRUK0068,CEP192,1
CRUK0068,TRAM1,1
CRUK0068,BRWD3,NA
CRUK0068,ITM2C,1
CRUK0068,FBXL13,4
CRUK0068,C19orf77,4
CRUK0068,RYR3,1
CRUK0068,CDH9,1
CRUK0068,HCN1,NA
CRUK0068,MUC16,1
CRUK0068,UNC13C,1
CRUK0068,XIRP2,1
CRUK0068,CDH9,1
CRUK0068,ZNF134,8
CRUK0068,SP140,28
CRUK0068,LPA,1
CRUK0068,ATCAY,1
CRUK0068,ACAD8,1
CRUK0068,SLC2A13,1
CRUK0068,DUOX2,1
CRUK0068,INTS1,1
CRUK0068,APAF1,1
CRUK0068,FAM178B,1
CRUK0068,RFPL4B,1
CRUK0068,MIS18BP1,1
CRUK0068,BFSP2,1
CRUK0068,RGMA,1
CRUK0068,DLL1,1
CRUK0068,TMPRSS15,8
CRUK0068,PCSK6,1
CRUK0068,NEB,1
CRUK0068,SIGLEC5,1
CRUK0068,SLC1A2,1
CRUK0068,MYH7,1
CRUK0068,TMTC4,1
CRUK0068,SYNE2,1
CRUK0068,ARL13B,4
CRUK0068,PPIL2,16
CRUK0068,ATP1A3,1
CRUK0068,THBS2,1
CRUK0068,TMPRSS11BNL,29
CRUK0068,NECAB1,1
CRUK0068,TRIM33,1
CRUK0068,ABCD2,1
CRUK0068,LRRIQ1,1
CRUK0068,SEMA3E,1
CRUK0068,DENND4A,1
CRUK0068,XBP1,16
CRUK0068,TBR1,1
CRUK0068,PLA2G10,1
CRUK0068,NUTM1,12
CRUK0068,EYA4,12
CRUK0068,PANK2,1
CRUK0068,AIFM3,15
CRUK0068,MAP3K19,1
CRUK0068,SLC13A3,1
CRUK0068,POU2F1,10
CRUK0068,NELFCD,24
CRUK0068,ATP8B4,1
CRUK0068,CDON,1
CRUK0068,COL12A1,1
CRUK0068,RYR2,1
CRUK0068,FAM173B,1
CRUK0068,KCNH7,1
CRUK0068,POMGNT1,1
CRUK0068,KIDINS220,5
CRUK0068,AKAP13,4
CRUK0068,PPIL4,1
CRUK0068,TTN,10
CRUK0068,SSPO,1
CRUK0068,SENP7,1
CRUK0068,LRRC43,4
CRUK0068,MAP3K1,1
CRUK0068,MIER2,1
CRUK0068,PSAT1,1
CRUK0068,KERA,1
CRUK0068,MTMR8,NA
CRUK0068,LAMB4,11
CRUK0068,USH2A,1
CRUK0068,APC2,4
CRUK0068,SLC45A2,1
CRUK0068,MPP6,1
CRUK0068,LRRC4B,1
CRUK0068,SEC16B,1
CRUK0068,PCIF1,4
CRUK0068,MAN1A1,1
CRUK0068,NRXN1,1
CRUK0068,PRPF3,1
CRUK0068,PIKFYVE,14
CRUK0068,STRA6,1
CRUK0068,GPR160,1
CRUK0068,MYO7A,12
CRUK0068,KIAA0586,1
CRUK0068,ATP7A,NA
CRUK0068,ENOSF1,1
CRUK0068,SERPINA5,1
CRUK0068,KCNIP1,1
CRUK0068,AMOT,NA
CRUK0068,SDK2,1
CRUK0068,LCN12,1
CRUK0068,SYNE1,1
CRUK0068,HTR5A,1
CRUK0068,WDR78,1
CRUK0068,ZC3HAV1,1
CRUK0068,KAL1,NA
CRUK0068,IMMP2L,11
CRUK0068,CSF1R,10
CRUK0068,ZNF454,1
CRUK0068,PHIP,1
CRUK0068,SYNE1,1
CRUK0068,OTUD7B,1
CRUK0068,SLC26A4,4
CRUK0068,HMOX2,10
CRUK0068,RP11-682N22.1,5
CRUK0068,COL23A1,12
CRUK0068,PAPPA2,1
CRUK0068,NCAM1,1
CRUK0068,PLXNA1,1
CRUK0068,PLXNA1,4
CRUK0068,ZNF665,1
CRUK0068,D2HGDH,10
CRUK0068,NUMA1,1
CRUK0068,PLEC,8
CRUK0068,CAPN2,1
CRUK0068,PLK3,NA
CRUK0068,FBXW9,1
CRUK0068,TMEM18,5
CRUK0068,ANKH,4
CRUK0068,ETF1,1
CRUK0068,PRKD3,1
CRUK0068,LUZP4,NA
CRUK0068,UNC80,14
CRUK0068,PPIL2,6
CRUK0068,TENM2,12
CRUK0068,UQCC1,1
CRUK0068,NRP2,14
CRUK0068,ALG13,NA
CRUK0068,ANO1,1
CRUK0068,TMCO1,1
CRUK0068,PARP6,1
CRUK0068,BRCA2,4
CRUK0068,PROS1,1
CRUK0068,EPHA7,1
CRUK0068,SLC5A4,16
CRUK0068,MAPK11,16
CRUK0068,CASD1,NA
CRUK0068,SREBF2,15
CRUK0068,PER3,3
CRUK0068,TXNDC16,4
CRUK0068,CTNNA2,13
CRUK0068,SCRN3,1
CRUK0068,LCMT1,4
CRUK0068,PSMD2,1
CRUK0068,OR8U1,13
CRUK0068,OR4E2,1
CRUK0068,DST,1
CRUK0068,CMA1,5
CRUK0068,KIAA1841,11
CRUK0068,GPR61,1
CRUK0068,SSC5D,1
CRUK0068,TMX4,1
CRUK0068,ESF1,1
CRUK0068,ADAM22,1
CRUK0068,ENPP3,1
CRUK0068,TRIM72,1
CRUK0068,SIK3,1
CRUK0068,RELN,1
CRUK0068,AFF2,NA
CRUK0068,PCDHGB7,25
CRUK0068,TJP1,1
CRUK0068,RELT,1
CRUK0068,ATP11C,NA
CRUK0068,NTF3,1
CRUK0068,C8B,1
CRUK0068,ANGPTL4,5
CRUK0068,AIFM3,16
CRUK0068,EIF3M,1
CRUK0068,PIK3CA,1
CRUK0068,DPF2,1
CRUK0068,COG7,3
CRUK0068,KCNMB3,1
CRUK0068,CDH6,1
CRUK0068,LECT2,1
CRUK0068,COPG2,4
CRUK0068,SLC25A24,1
CRUK0068,ADGB,1
CRUK0068,CLIP4,19
CRUK0068,CRAMP1L,5
CRUK0068,TRIM3,14
CRUK0068,GPR55,1
CRUK0068,SPATA19,1
CRUK0068,OPA1,1
CRUK0068,MIR890;MIR888,NA
CRUK0068,DDX26B,NA
CRUK0068,OCRL,NA
CRUK0068,STX12,1
CRUK0068,GALNT13,1
CRUK0068,WDFY3,15
CRUK0068,ATG7,6
CRUK0068,WBSCR22,8
CRUK0068,THSD7B,27
CRUK0068,GRIP2,22
CRUK0068,PPP1R1A,14
CRUK0068,HTATSF1,NA
CRUK0068,FASTKD5,1
CRUK0068,TMEM82,1
CRUK0068,SLC30A5,21
CRUK0068,SLC4A11,5
CRUK0068,SERF2,10
CRUK0068,ATP13A3,1
CRUK0068,SUPT6H,5
CRUK0068,SIRT4,3
CRUK0068,RBCK1,1
CRUK0068,TMC6,5
CRUK0068,KIAA0226,1
CRUK0068,GUF1,5
CRUK0068,BIRC3,5
CRUK0068,HEBP1,3
CRUK0068,CPSF6,5
CRUK0068,COL12A1,NA
CRUK0068,LRIT2,8
CRUK0068,TOP3B,5
CRUK0068,USP27X,NA
CRUK0068,TSG101,14
CRUK0068,EGR4,5
CRUK0068,ACCSL,1
CRUK0068,PPL,3
CRUK0068,TTC14,1
CRUK0068,NF1,6
CRUK0068,ITGAM,2
CRUK0068,S1PR5,1
CRUK0068,PXT1,14
CRUK0068,SMU1,6
CRUK0068,B3GNT3,5
CRUK0068,LGR4,8
CRUK0068,OR52K1,14
CRUK0068,RIMS2,5
CRUK0068,PANX2,16
CRUK0068,NAA25,8
CRUK0068,RNF180,3
CRUK0068,NLRP7,6
CRUK0068,OPRD1,1
CRUK0068,CAPN2,6
CRUK0068,MFN1,1
CRUK0068,TMEM212,8
CRUK0068,OR52W1,14
CRUK0068,PRDM16,5
CRUK0068,ENAH,5
CRUK0068,C1QL2,5
CRUK0068,OR4C3,NA
CRUK0068,PSAP,3
CRUK0068,NEK8,5
CRUK0068,PIWIL3,18
CRUK0068,GMEB2,6
CRUK0068,C6orf203,4
CRUK0068,RPL28,NA
CRUK0068,KIAA0355,5
CRUK0068,COL22A1,6
CRUK0068,ESR1,13
CRUK0068,AKAP8L,3
CRUK0068,NCKAP1L,14
CRUK0068,ERGIC3,3
CRUK0068,METAP2,8
CRUK0068,C10orf113,5
CRUK0068,MMP9,6
CRUK0068,FAM160A2,14
CRUK0068,OTOG,14
CRUK0068,OR52N4,14
CRUK0068,IFT140,5
CRUK0068,CHST11,5
CRUK0068,PTPRO,6
CRUK0068,NPR2,8
CRUK0068,HNRNPLL,6
CRUK0068,OR6C65,14
CRUK0068,KCP,30
CRUK0068,SYP-AS1,NA
CRUK0068,NSDHL,NA
CRUK0068,FBXW8,3
CRUK0068,CR2,5
